ticker,company_name,sector,industry,current_price,market_cap,financial_score,moat_score,risk_deduction,total_score,passing,dividend_yield
RCL,Royal Caribbean Cruises Ltd.,Consumer Cyclical,Travel Services,257.66,70267224064,4.0,3.0,0,7.0,True,1.55
EBAY,eBay Inc.,Consumer Cyclical,Internet Retail,82.47,37688791040,4.0,3.0,0,7.0,True,1.41
MCD,McDonald's Corporation,Consumer Cyclical,Restaurants,311.23,222095114240,3.5,3.0,0,6.5,False,2.39
HLT,Hilton Worldwide Holdings Inc.,Consumer Cyclical,Lodging,272.25,64031502336,3.5,3.0,0,6.5,False,0.22
MAR,"Marriott International, Inc.",Consumer Cyclical,Lodging,292.59,79425847296,3.5,3.0,0,6.5,False,0.92
F,Ford Motor Company,Consumer Cyclical,Auto Manufacturers,13.03,51918016512,4.0,2.0,0,6.0,False,4.6
NKE,"NIKE, Inc.",Consumer Cyclical,Footwear & Accessories,65.86,97354342400,4.0,2.0,0,6.0,False,2.49
GM,General Motors Company,Consumer Cyclical,Auto Manufacturers,76.05,72405524480,4.0,2.0,0,6.0,False,0.79
HD,"The Home Depot, Inc.",Consumer Cyclical,Home Improvement Retail,354.61,353018314752,4.0,2.0,0,6.0,False,2.59
ROST,"Ross Stores, Inc.",Consumer Cyclical,Apparel Retail,177.87,58176032768,4.0,2.0,0,6.0,False,0.91
TJX,"The TJX Companies, Inc.",Consumer Cyclical,Apparel Retail,153.28,170591256576,4.0,2.0,0,6.0,False,1.11
BKNG,Booking Holdings Inc.,Consumer Cyclical,Travel Services,5197.04,168435482624,3.0,2.5,0,5.5,False,0.74
LEG,"Leggett & Platt, Incorporated",Consumer Cyclical,"Furnishings, Fixtures & Appliances",11.17,1512823296,4.0,1.5,0,5.5,False,1.79
LOW,"Lowe's Companies, Inc.",Consumer Cyclical,Home Improvement Retail,248.47,139379621888,3.5,2.0,0,5.5,False,1.93
SBUX,Starbucks Corporation,Consumer Cyclical,Restaurants,85.12,96789954560,3.5,2.0,0,5.5,False,2.91
YUM,"Yum! Brands, Inc.",Consumer Cyclical,Restaurants,144.96,40248557568,3.5,2.0,0,5.5,False,1.96
