ticker,company_name,sector,industry,current_price,market_cap,financial_score,moat_score,risk_deduction,total_score,passing,dividend_yield
PG,The Procter & Gamble Company,Consumer Defensive,Household & Personal Products,143.45,335742631936.0,4.0,3.0,0.0,7.0,True,2.95
KO,The Coca-Cola Company,Consumer Defensive,Beverages - Non-Alcoholic,70.0,301256704000.0,4.0,3.0,0.0,7.0,True,2.91
PM,Philip Morris International Inc.,Consumer Defensive,Tobacco,147.81,230086770688.0,3.5,3.0,0.0,6.5,False,3.98
MO,"Altria Group, Inc.",Consumer Defensive,Tobacco,57.99,97416880128.0,3.5,3.0,0.0,6.5,False,7.31
ABEV,Ambev S.A.,Consumer Defensive,Beverages - Brewers,2.46,39191949312.0,4.0,2.0,0.0,6.0,False,7.19
BUD,Anheuser-Busch InBev SA/NV,Consumer Defensive,Beverages - Brewers,61.16,119180722176.0,4.0,2.0,0.0,6.0,False,2.13
BTI,British American Tobacco p.l.c.,Consumer Defensive,Tobacco,57.01,124199747584.0,4.0,2.0,0.0,6.0,False,5.5
COST,Costco Wholesale Corporation,Consumer Defensive,Discount Stores,894.68,396770082816.0,4.0,2.0,0.0,6.0,False,0.58
GIS,"General Mills, Inc.",Consumer Defensive,Packaged Foods,45.93,24558120960.0,4.0,2.0,0.0,6.0,False,5.31
PEP,"PepsiCo, Inc.",Consumer Defensive,Beverages - Non-Alcoholic,145.02,198543589376.0,4.0,2.0,0.0,6.0,False,3.92
UL,Unilever PLC,Consumer Defensive,Household & Personal Products,59.48,145840111616.0,4.0,2.0,0.0,6.0,False,3.42
WMT,Walmart Inc.,Consumer Defensive,Discount Stores,115.11,917754937344.0,4.0,2.0,0.0,6.0,False,0.82
MDLZ,"Mondelez International, Inc.",Consumer Defensive,Confectioners,54.905,71044071424.0,4.0,2.0,0.0,6.0,False,3.64
CL,Colgate-Palmolive Company,Consumer Defensive,Household & Personal Products,78.07,63097798656.0,4.0,2.0,0.0,6.0,False,2.66
WMK,"Weis Markets, Inc.",Consumer Defensive,Grocery Stores,66.27,1639824384.0,4.0,1.5,0.0,5.5,False,2.05
ACI,"Albertsons Companies, Inc.",Consumer Defensive,Grocery Stores,17.22,9640555520.0,4.0,1.5,0.0,5.5,False,3.48
INGR,Ingredion Incorporated,Consumer Defensive,Packaged Foods,108.31,6951431680.0,4.0,1.5,0.0,5.5,False,3.03
IMKTA,"Ingles Markets, Incorporated",Consumer Defensive,Grocery Stores,74.25,1410332416.0,4.0,1.5,0.0,5.5,False,0.89
IPAR,"Interparfums, Inc.",Consumer Defensive,Household & Personal Products,82.75,2653356288.0,4.0,1.5,0.0,5.5,False,3.87
GHC,Graham Holdings Company,Consumer Defensive,Education & Training Services,1086.39,4739292672.0,4.0,1.5,0.0,5.5,False,0.66
SPB,"Spectrum Brands Holdings, Inc.",Consumer Defensive,Household & Personal Products,57.19,1384400384.0,4.0,1.5,0.0,5.5,False,3.29
JJSF,J&J Snack Foods Corp.,Consumer Defensive,Packaged Foods,90.97,1770978176.0,4.0,1.5,0.0,5.5,False,3.52
STRA,"Strategic Education, Inc.",Consumer Defensive,Education & Training Services,80.16,1915856768.0,4.0,1.5,0.0,5.5,False,2.99
TAP,Molson Coors Beverage Company,Consumer Defensive,Beverages - Brewers,45.13,8924720128.0,4.0,1.5,0.0,5.5,False,4.17
ANDE,"The Andersons, Inc.",Consumer Defensive,Food Distribution,50.01,1710865024.0,4.0,1.5,0.0,5.5,False,1.56
CPB,The Campbell's Company,Consumer Defensive,Packaged Foods,29.6,8820578304.0,4.0,1.5,0.0,5.5,False,5.27
NWL,Newell Brands Inc.,Consumer Defensive,Household & Personal Products,3.72,1559424000.0,4.0,1.5,0.0,5.5,False,7.53
TPB,"Turning Point Brands, Inc.",Consumer Defensive,Tobacco,100.84,1923094912.0,4.0,1.5,0.0,5.5,False,0.3
TR,"Tootsie Roll Industries, Inc.",Consumer Defensive,Confectioners,37.59,2743567616.0,4.0,1.5,0.0,5.5,False,0.96
CAG,"Conagra Brands, Inc.",Consumer Defensive,Packaged Foods,17.05,8155895296.0,4.0,1.5,0.0,5.5,False,8.21
CALM,"Cal-Maine Foods, Inc.",Consumer Defensive,Farm Products,84.71,4108401664.0,4.0,1.5,0.0,5.5,False,10.23
FLO,"Flowers Foods, Inc.",Consumer Defensive,Packaged Foods,10.78,2276501248.0,4.0,1.5,0.0,5.5,False,9.18
