ticker,company_name,sector,industry,current_price,market_cap,financial_score,moat_score,risk_deduction,total_score,passing,dividend_yield
LIN,Linde plc,Basic Materials,Specialty Chemicals,399.57,187362181120,4.0,2.5,0,6.5,False,1.5
NEM,Newmont Corporation,Basic Materials,Gold,89.76,98596847616,4.0,2.5,0,6.5,False,1.11
MLM,"Martin Marietta Materials, Inc.",Basic Materials,Building Materials,624.37,37653970944,4.0,2.0,0,6.0,False,0.53
CF,"CF Industries Holdings, Inc.",Basic Materials,Agricultural Inputs,77.88,12614453248,4.0,2.0,0,6.0,False,2.57
APD,"Air Products and Chemicals, Inc.",Basic Materials,Specialty Chemicals,260.69,58027048960,4.0,1.5,0,5.5,False,2.75
EMN,Eastman Chemical Company,Basic Materials,Specialty Chemicals,61.53,7065638400,4.0,1.5,0,5.5,False,5.46
FCX,Freeport-McMoRan Inc.,Basic Materials,Copper,45.2,64904065024,4.0,1.5,0,5.5,False,1.33
ECL,Ecolab Inc.,Basic Materials,Specialty Chemicals,259.69,73654550528,4.0,1.5,0,5.5,False,1.12
FMC,FMC Corporation,Basic Materials,Agricultural Inputs,13.28,1658938368,4.0,1.5,0,5.5,False,17.47
MOS,The Mosaic Company,Basic Materials,Agricultural Inputs,23.61,7494000128,4.0,1.5,0,5.5,False,3.73
SHW,The Sherwin-Williams Company,Basic Materials,Specialty Chemicals,333.11,83055419392,4.0,1.5,0,5.5,False,0.95
SCL,Stepan Company,Basic Materials,Specialty Chemicals,45.16,1021474752,4.0,1.5,0,5.5,False,3.5
CE,Celanese Corporation,Basic Materials,Chemicals,40.63,4449184256,4.0,1.5,0,5.5,False,0.3
ALB,Albemarle Corporation,Basic Materials,Specialty Chemicals,125.19,14734555136,4.0,1.0,0,5.0,False,1.29
LYB,LyondellBasell Industries N.V.,Basic Materials,Specialty Chemicals,43.35,13953191936,4.0,1.0,0,5.0,False,12.64
IFF,International Flavors & Fragrances Inc.,Basic Materials,Specialty Chemicals,67.18,17217366016,4.0,1.0,0,5.0,False,2.38
DOW,Dow Inc.,Basic Materials,Chemicals,22.96,16319217664,4.0,1.0,0,5.0,False,6.1
NUE,Nucor Corporation,Basic Materials,Steel,159.45,36491513856,4.0,1.0,0,5.0,False,1.4
CTVA,"Corteva, Inc.",Basic Materials,Agricultural Inputs,66.0,44820602880,4.0,1.0,0,5.0,False,1.09
PPG,"PPG Industries, Inc.",Basic Materials,Specialty Chemicals,101.03,22802470912,4.0,1.0,0,5.0,False,2.81
STLD,"Steel Dynamics, Inc.",Basic Materials,Steel,165.22,24321142784,4.0,1.0,0,5.0,False,1.21
DD,"DuPont de Nemours, Inc.",Basic Materials,Specialty Chemicals,40.51,16972689408,4.0,1.0,0,5.0,False,3.53
VMC,Vulcan Materials Company,Basic Materials,Building Materials,294.87,38961438720,4.0,1.0,0,5.0,False,0.66
