ticker,company_name,sector,industry,current_price,market_cap,financial_score,moat_score,risk_deduction,total_score,passing,dividend_yield
RACE,Ferrari N.V.,Consumer Cyclical,Auto Manufacturers,393.21,70097616896.0,4.0,3.0,0.0,7.0,True,0.86
RCL,Royal Caribbean Cruises Ltd.,Consumer Cyclical,Travel Services,257.66,70267224064.0,4.0,3.0,0.0,7.0,True,1.55
EBAY,eBay Inc.,Consumer Cyclical,Internet Retail,82.47,37688791040.0,4.0,3.0,0.0,7.0,True,1.41
HLT,Hilton Worldwide Holdings Inc.,Consumer Cyclical,Lodging,272.25,64031502336.0,3.5,3.0,0.0,6.5,False,0.22
PDD,PDD Holdings Inc.,Consumer Cyclical,Internet Retail,117.62,166978813952.0,3.0,3.5,0.0,6.5,False,0.0
MCD,McDonald's Corporation,Consumer Cyclical,Restaurants,311.23,222095114240.0,3.5,3.0,0.0,6.5,False,2.39
MAR,"Marriott International, Inc.",Consumer Cyclical,Lodging,292.59,79425847296.0,3.5,3.0,0.0,6.5,False,0.92
TJX,"The TJX Companies, Inc.",Consumer Cyclical,Apparel Retail,153.28,170591256576.0,4.0,2.0,0.0,6.0,False,1.11
GM,General Motors Company,Consumer Cyclical,Auto Manufacturers,76.05,72405524480.0,4.0,2.0,0.0,6.0,False,0.79
TM,Toyota Motor Corporation,Consumer Cyclical,Auto Manufacturers,196.56,256184287232.0,4.0,2.0,0.0,6.0,False,2.92
NHTC,Natural Health Trends Corp.,Consumer Cyclical,Internet Retail,2.77,31891218.0,4.0,2.0,0.0,6.0,False,28.88
F,Ford Motor Company,Consumer Cyclical,Auto Manufacturers,13.03,51918016512.0,4.0,2.0,0.0,6.0,False,4.6
NKE,"NIKE, Inc.",Consumer Cyclical,Footwear & Accessories,65.86,97354342400.0,4.0,2.0,0.0,6.0,False,2.49
HD,"The Home Depot, Inc.",Consumer Cyclical,Home Improvement Retail,354.61,353018314752.0,4.0,2.0,0.0,6.0,False,2.59
ROST,"Ross Stores, Inc.",Consumer Cyclical,Apparel Retail,177.87,58176032768.0,4.0,2.0,0.0,6.0,False,0.91
MELI,"MercadoLibre, Inc.",Consumer Cyclical,Internet Retail,2066.42,104761671680.0,3.0,3.0,0.0,6.0,False,0.0
WWW,"Wolverine World Wide, Inc.",Consumer Cyclical,Footwear & Accessories,17.41,1427061120.0,4.0,1.5,0.0,5.5,False,2.3
WHR,Whirlpool Corporation,Consumer Cyclical,"Furnishings, Fixtures & Appliances",76.06,4270665984.0,4.0,1.5,0.0,5.5,False,4.73
DAN,Dana Incorporated,Consumer Cyclical,Auto Parts,21.0,2754226176.0,4.0,1.5,0.0,5.5,False,1.9
PVH,PVH Corp.,Consumer Cyclical,Apparel Manufacturing,78.49,3776921856.0,4.0,1.5,0.0,5.5,False,0.19
BC,Brunswick Corporation,Consumer Cyclical,Recreational Vehicles,70.01,4573809664.0,4.0,1.5,0.0,5.5,False,2.46
REYN,Reynolds Consumer Products Inc.,Consumer Cyclical,Packaging & Containers,24.01,5050014208.0,4.0,1.5,0.0,5.5,False,3.83
HOG,"Harley-Davidson, Inc.",Consumer Cyclical,Recreational Vehicles,23.36,2839474432.0,4.0,1.5,0.0,5.5,False,3.08
HNI,HNI Corporation,Consumer Cyclical,"Furnishings, Fixtures & Appliances",40.92,1875923456.0,4.0,1.5,0.0,5.5,False,3.32
BGSI,Boyd Group Services Inc.,Consumer Cyclical,Auto & Truck Dealerships,169.56,4817224192.0,4.0,1.5,0.0,5.5,False,0.26
PII,Polaris Inc.,Consumer Cyclical,Recreational Vehicles,67.45,3793949696.0,4.0,1.5,0.0,5.5,False,3.97
CYD,China Yuchai International Limited,Consumer Cyclical,Auto Manufacturers,34.75,1303761792.0,4.0,1.5,0.0,5.5,False,1.53
RUSHB,"Rush Enterprises, Inc.",Consumer Cyclical,Auto & Truck Dealerships,55.82,4302684160.0,4.0,1.5,0.0,5.5,False,1.36
RUSHA,"Rush Enterprises, Inc.",Consumer Cyclical,Auto & Truck Dealerships,54.92,4332558336.0,4.0,1.5,0.0,5.5,False,1.38
BKE,"The Buckle, Inc.",Consumer Cyclical,Apparel Retail,55.83,2856074496.0,4.0,1.5,0.0,5.5,False,2.51
SAH,"Sonic Automotive, Inc.",Consumer Cyclical,Auto & Truck Dealerships,64.37,2199695872.0,4.0,1.5,0.0,5.5,False,2.36
SBUX,Starbucks Corporation,Consumer Cyclical,Restaurants,85.12,96789954560.0,3.5,2.0,0.0,5.5,False,2.91
BKNG,Booking Holdings Inc.,Consumer Cyclical,Travel Services,5197.04,168435482624.0,3.0,2.5,0.0,5.5,False,0.74
SCS,Steelcase Inc.,Consumer Cyclical,"Furnishings, Fixtures & Appliances",16.14,1853551104.0,4.0,1.5,0.0,5.5,False,2.48
DOOO,BRP Inc.,Consumer Cyclical,Recreational Vehicles,76.66,5607587840.0,4.0,1.5,0.0,5.5,False,0.8
GPK,Graphic Packaging Holding Company,Consumer Cyclical,Packaging & Containers,15.99,4737016832.0,4.0,1.5,0.0,5.5,False,2.75
GPI,"Group 1 Automotive, Inc.",Consumer Cyclical,Auto & Truck Dealerships,404.21,5105421824.0,4.0,1.5,0.0,5.5,False,0.49
GOLF,Acushnet Holdings Corp.,Consumer Cyclical,Leisure,83.6,4904087040.0,4.0,1.5,0.0,5.5,False,1.12
GNTX,Gentex Corporation,Consumer Cyclical,Auto Parts,23.22,5096542720.0,4.0,1.5,0.0,5.5,False,2.07
PATK,"Patrick Industries, Inc.",Consumer Cyclical,"Furnishings, Fixtures & Appliances",107.32,3571467520.0,4.0,1.5,0.0,5.5,False,1.75
SHOO,"Steven Madden, Ltd.",Consumer Cyclical,Footwear & Accessories,43.88,3188230400.0,4.0,1.5,0.0,5.5,False,1.91
SLGN,Silgan Holdings Inc.,Consumer Cyclical,Packaging & Containers,38.69,4139566080.0,4.0,1.5,0.0,5.5,False,2.07
SEE,Sealed Air Corporation,Consumer Cyclical,Packaging & Containers,41.74,6140978176.0,4.0,1.5,0.0,5.5,False,1.92
